年度,月份,市場別,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
2018,01,國內上市,1101,台泥,水泥工業,9617393,10988149,6131670,-12.474858140347386,56.84785710907469,9617393,6131670,56.84785710907469,主係因大陸水泥市場受惠於錯峰生產及嚴稽環保等有效控制產能措施及農曆年假因素，售價及銷量皆較去年同期大幅成長。
2018,01,國內上市,1102,亞泥,水泥工業,6769986,7070625,4162130,-4.251943781490321,62.656764685389454,6769986,4162130,62.656764685389454,大陸地區水泥價格及銷量較去年同期大幅增加，致本月營收增加。
2018,01,國內上市,1103,嘉泥,水泥工業,172094,181112,232657,-4.9792393656963645,-26.031024211607647,172094,232657,-26.031024211607647,-
2018,01,國內上市,1104,環泥,水泥工業,460482,399796,363865,15.17924141312069,26.552979813941985,460482,363865,26.552979813941985,-
2018,01,國內上市,1108,幸福,水泥工業,320340,291571,316773,9.866893483919869,1.126042939265657,320340,316773,1.126042939265657,-
2018,01,國內上市,1109,信大,水泥工業,475455,581701,333060,-18.264709876723607,42.75355791749234,475455,333060,42.75355791749234,-
2018,01,國內上市,1110,東泥,水泥工業,153308,221910,104003,-30.91433464016944,47.40728632827899,153308,104003,47.40728632827899,-
2018,01,國內上市,1201,味全,食品工業,1301271,1345880,1213521,-3.3144856896602968,7.231024432210073,1301271,1213521,7.231024432210073,-
2018,01,國內上市,1203,味王,食品工業,497660,571720,543487,-12.953893514307705,-8.432032412918801,497660,543487,-8.432032412918801,-
2018,01,國內上市,1210,大成,食品工業,6653413,7129396,6274308,-6.676343970793599,6.042180269122905,6653413,6274308,6.042180269122905,-
2018,01,國內上市,1213,大飲,食品工業,71779,38138,78483,88.20861083433846,-8.54197724347948,71779,78483,-8.54197724347948,-
2018,01,國內上市,1215,卜蜂,食品工業,1767920,1716870,1647288,2.973434214588175,7.323066761853422,1767920,1647288,7.323066761853422,-
2018,01,國內上市,1216,統一,食品工業,38161968,30552612,34772056,24.9057461928296,9.748954735377168,38161968,34772056,9.748954735377168,-
2018,01,國內上市,1217,愛之味,食品工業,373733,246169,391125,51.819684850651385,-4.4466602748481945,373733,391125,-4.4466602748481945,-
2018,01,國內上市,1218,泰山,食品工業,687725,589954,699446,16.572648036965592,-1.675754811665232,687725,699446,-1.675754811665232,-
2018,01,國內上市,1219,福壽,食品工業,1008526,979504,1008902,2.962928175893105,-0.0372682381440417,1008526,1008902,-0.0372682381440417,-
2018,01,國內上市,1220,台榮,食品工業,240011,225477,191334,6.445890268186999,25.440852122466477,240011,191334,25.440852122466477,-
2018,01,國內上市,1225,福懋油,食品工業,1031250,962073,889754,7.190410706879831,15.902822577926033,1031250,889754,15.902822577926033,-
2018,01,國內上市,1227,佳格,食品工業,3980082,2733418,3473609,45.60824579336201,14.580599025394047,3980082,3473609,14.580599025394047,-
2018,01,國內上市,1229,聯華,食品工業,444041,445060,391808,-0.2289578933177549,13.331274501796798,444041,391808,13.331274501796798,2018年起本公司遵循IFRS15揭露合併營收，同時將去年同期重分類表達。
2018,01,國內上市,1231,聯華食,食品工業,806520,582256,681056,38.51639141545986,18.42197998402481,806520,681056,18.42197998402481,-
2018,01,國內上市,1232,大統益,食品工業,1400426,1420097,1604792,-1.3851870682073126,-12.734734470261566,1400426,1604792,-12.734734470261566,-
2018,01,國內上市,1233,天仁,食品工業,197963,190521,240083,3.906131082662804,-17.543932723266536,197963,240083,-17.543932723266536,-
2018,01,國內上市,1234,黑松,食品工業,881127,601077,940172,46.59136849355407,-6.280233829554592,881127,940172,-6.280233829554592,-
2018,01,國內上市,1235,興泰,食品工業,2099,3359,3561,-37.51116403691575,-41.05588317888234,2099,3561,-41.05588317888234,-
2018,01,國內上市,1236,宏亞,食品工業,270908,267939,224932,1.108088034963182,20.439955186456352,270908,224932,20.439955186456352,-
2018,01,國內上市,1256,鮮活果汁-KY,食品工業,308586,185282,210190,66.54936799041461,46.81288358152148,308586,210190,46.81288358152148,-
