年度,月份,市場別,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
2018,03,國內上市,1101,台泥,水泥工業,9750141,4811678,9083111,102.63494356854304,7.3436292917701875,24179212,21179772,14.161814395357986,-
2018,03,國內上市,1102,亞泥,水泥工業,6395353,3408539,5308954,87.62739695805153,20.463522569605992,16573879,12520545,32.373462976252235,-
2018,03,國內上市,1103,嘉泥,水泥工業,173573,125590,194614,38.20606736205112,-10.811657948554574,471257,598506,-21.26110682265508,-
2018,03,國內上市,1104,環泥,水泥工業,437497,268120,428434,63.17208712516784,2.115378331318243,1166097,1100655,5.945732313940336,-
2018,03,國內上市,1108,幸福,水泥工業,314840,197481,343552,59.42799560464045,-8.357395678092399,832661,892425,-6.696809255679749,-
2018,03,國內上市,1109,信大,水泥工業,402999,182926,462370,120.3071187256049,-12.840582217704435,1061380,970002,9.420392947643409,-
2018,03,國內上市,1110,東泥,水泥工業,161920,97264,132814,66.47474913637112,21.91485837336425,412492,352667,16.963594552368097,-
2018,03,國內上市,1201,味全,食品工業,1380961,1220516,1267283,13.145669536491123,8.970214229970733,3902748,3607878,8.172948198359258,-
2018,03,國內上市,1203,味王,食品工業,506069,452100,548853,11.937403229374032,-7.7951655543469744,1455828,1565032,-6.977748697790205,-
2018,03,國內上市,1210,大成,食品工業,5059713,5485976,6686950,-7.770048574765912,-24.334517231323694,17199103,18510876,-7.0864987696962585,-
2018,03,國內上市,1213,大飲,食品工業,34897,42414,37858,-17.72292167680483,-7.821332347192139,149090,163200,-8.645833333333334,-
2018,03,國內上市,1215,卜蜂,食品工業,1711634,1477686,1719901,15.832050922861828,-0.480667201193557,4957240,4782335,3.65731384355132,-
2018,03,國內上市,1216,統一,食品工業,35875546,30250749,32926233,18.59390985657909,8.957335022199473,104288263,96129152,8.48765523282677,-
2018,03,國內上市,1217,愛之味,食品工業,364432,290269,286108,25.54974868139553,27.37567631803375,1028435,934416,10.061792606290988,-
2018,03,國內上市,1218,泰山,食品工業,656123,524076,641625,25.1961547561804,2.2595752970972143,1867924,1867385,0.0288638925556326,-
2018,03,國內上市,1219,福壽,食品工業,1053098,808692,963379,30.22238380001286,9.31294952453811,2870316,2828403,1.4818609653574826,-
2018,03,國內上市,1220,台榮,食品工業,204990,129527,173090,58.26043990828167,18.42971864348027,574528,496911,15.619899740597411,-
2018,03,國內上市,1225,福懋油,食品工業,974488,788933,973879,23.519741220103608,0.0625334358785845,2794671,2631202,6.212711908853824,-
2018,03,國內上市,1227,佳格,食品工業,1437583,1996808,1603176,-28.005947492197546,-10.329059317255249,7414473,6491180,14.223808306039889,-
2018,03,國內上市,1229,聯華,食品工業,448994,331407,419770,35.4811455400761,6.961907711365748,1224442,1141004,7.312682514697582,2018年起本公司遵循IFRS15揭露合併營收，同時將去年同期重分類表達。
2018,03,國內上市,1231,聯華食,食品工業,627092,583338,578160,7.50062570928004,8.463401134634012,2016950,1762896,14.411173432806018,-
2018,03,國內上市,1232,大統益,食品工業,1502080,1215211,1529407,23.60651771585346,-1.7867709510941168,4117718,4388701,-6.174560536249793,-
2018,03,國內上市,1233,天仁,食品工業,166183,191007,161923,-12.996382331537587,2.6308801096817622,555153,550179,0.9040694028670668,-
2018,03,國內上市,1234,黑松,食品工業,678377,756264,615447,-10.29891678038357,10.22508843166024,2315768,2209640,4.802954327401749,-
2018,03,國內上市,1235,興泰,食品工業,2540,1394,4230,82.20946915351506,-39.95271867612293,6033,10610,-43.13854853911404,-
2018,03,國內上市,1236,宏亞,食品工業,143298,157336,116692,-8.922306401586415,22.800191958317622,571543,447766,27.643233295962624,-
2018,03,國內上市,1256,鮮活果汁-KY,食品工業,295478,94682,197645,212.0741006738345,49.499354903994536,699916,621637,12.59239717069608,-
2018,03,國內上市,1301,台塑,塑膠工業,20898368,14112249,18020955,48.08672947876699,15.96703948264673,54167368,47795996,13.330346751221589,-
2018,03,國內上市,1303,南亞,塑膠工業,29059122,23999666,25777365,21.081360048927348,12.731157742461264,82219991,72676153,13.132007688959542,-
2018,03,國內上市,1304,台聚,塑膠工業,5226687,3891148,5134632,34.3224930020652,1.7928256591709006,14664637,13900940,5.493851494934875,-
2018,03,國內上市,1305,華夏,塑膠工業,1401774,1191222,1380986,17.675294781325395,1.5053012847342406,4144197,3691194,12.272532952751874,-
2018,03,國內上市,1307,三芳,塑膠工業,1004127,598839,1089339,67.67895878524946,-7.822358329225337,2385362,2701624,-11.706366244895662,-
2018,03,國內上市,1308,亞聚,塑膠工業,490319,397145,571410,23.460952548817183,-14.191386220052152,1326143,1530649,-13.360737830815555,-
2018,03,國內上市,1309,台達化,塑膠工業,1713650,1189933,1640380,44.01230993677795,4.466647971811409,4840754,4523511,7.013202797561452,-
2018,03,國內上市,1310,台苯,塑膠工業,1332672,1312915,1115527,1.5048194285235523,19.46568751809683,4004302,3518749,13.799023459758,-
2018,03,國內上市,1312,國喬,塑膠工業,2196810,1867306,1760316,17.645956259980956,24.796343383801545,6414628,5394308,18.91475236490019,-
2018,03,國內上市,1313,聯成,塑膠工業,5523532,2594276,4377937,112.91227301952452,26.167461980380256,13570480,10641358,27.52582894025368,-
2018,03,國內上市,1314,中石化,塑膠工業,3286055,2923021,3156497,12.419821821328004,4.104486714227829,9500185,9016749,5.361533297644195,-
2018,03,國內上市,1315,達新,塑膠工業,197072,166222,249031,18.559516790797847,-20.86447068838819,570734,695383,-17.925229693564553,-
2018,03,國內上市,1316,上曜,建材營造,373961,216878,68398,72.42919982663064,446.7425948127138,764216,156823,387.3111724683242,增加房地收入
2018,03,國內上市,1319,東陽,汽車工業,2268169,1752953,2194363,29.391318535066254,3.3634362227215826,6245138,5998647,4.109109937624267,-
