年度,月份,市場別,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
2019,03,國內上市,1101,台泥,水泥工業,10876929,5085162,9750141,113.8954275203032,11.556632873309216,25356331,24179212,4.868310017712736,-
2019,03,國內上市,1102,亞泥,水泥工業,8318969,3165899,6395353,162.76798470197565,30.078339694462525,19390605,16573879,16.994971424613393,-
2019,03,國內上市,1103,嘉泥,水泥工業,166883,108448,173573,53.882966951903214,-3.8542860928831097,452391,471257,-4.003335759468825,-
2019,03,國內上市,1104,環泥,水泥工業,437140,270638,437497,61.522033121734566,-0.081600559546694,1187296,1166097,1.817944819341787,-
2019,03,國內上市,1108,幸福,水泥工業,313093,168065,314840,86.29280337964478,-0.5548850209630288,834347,832661,0.2024833635777345,-
2019,03,國內上市,1109,信大,水泥工業,541582,149960,402999,261.1509735929581,34.38792652090948,1360434,1061380,28.17595959976634,-
2019,03,國內上市,1110,東泥,水泥工業,147819,82927,161920,78.25195654008948,-8.708621541501977,417039,412492,1.1023244087158055,-
2019,03,國內上市,1201,味全,食品工業,1598137,1358770,1380961,17.616447228007683,15.726439776358635,4540400,3902748,16.338538896182893,-
2019,03,國內上市,1203,味王,食品工業,514903,443171,506069,16.186077157575745,1.7456117644036682,1502182,1455828,3.1840299815637563,-
2019,03,國內上市,1210,大成,食品工業,6130106,4971488,5059713,23.305255891193944,21.1552117679402,18278107,17199103,6.273606245628042,-
2019,03,國內上市,1213,大飲,食品工業,29047,39925,34897,-27.246086412022542,-16.76361864916755,132398,149090,-11.19592192635321,-
2019,03,國內上市,1215,卜蜂,食品工業,1686202,1463626,1711634,15.207163578673788,-1.4858316672840104,5035297,4957240,1.5746060307751897,-
2019,03,國內上市,1216,統一,食品工業,36804987,29826477,35875546,23.397030765651607,2.5907368768687173,107775873,104288263,3.344201830267324,-
2019,03,國內上市,1217,愛之味,食品工業,313572,303197,364432,3.421867630616398,-13.955964350002196,996280,1028435,-3.126595263677335,-
2019,03,國內上市,1218,泰山,食品工業,599053,467918,656123,28.025209545262204,-8.698064234907175,1773455,1867924,-5.057432743516332,-
2019,03,國內上市,1219,福壽,食品工業,1055161,715431,1053098,47.486060850033056,0.1958981975086839,2970407,2870316,3.487107342884895,-
2019,03,國內上市,1220,台榮,食品工業,208035,143511,204990,44.96101344147835,1.4854383140641008,613283,574528,6.745537206193606,-
2019,03,國內上市,1225,福懋油,食品工業,880257,633413,974488,38.97046634660166,-9.669795831246768,2477770,2794671,-11.339474306635736,-
2019,03,國內上市,1227,佳格,食品工業,1586997,1388035,1437583,14.334076590287708,10.393417284428098,7337166,7414473,-1.0426499631194288,-
