年度,月份,市場別,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
2021,02,國內上市,1101,台泥,水泥工業,4536849,8596261,5000692,-47.22299613750676,-9.275576260245582,13133110,12502833,5.041073491103976,-
2021,02,國內上市,1102,亞泥,水泥工業,3450204,7436331,2851105,-53.60341006875568,21.01287044847524,10886535,8061424,35.04481342254172,-
2021,02,國內上市,1103,嘉泥,水泥工業,145091,195482,150813,-25.777820975844325,-3.794102630409845,340573,315842,7.830180913241431,-
2021,02,國內上市,1104,環泥,水泥工業,354013,511466,414075,-30.78464648676549,-14.50510173277788,865479,774041,11.813069333536596,-
2021,02,國內上市,1108,幸福,水泥工業,279071,417355,390288,-33.13342358423884,-28.49613618661091,696426,686683,1.4188497458070173,-
2021,02,國內上市,1109,信大,水泥工業,190339,739226,199776,-74.25158206015482,-4.723790645522985,929565,676491,37.40981033007091,-
2021,02,國內上市,1110,東泥,水泥工業,103108,137866,115270,-25.21143719263633,-10.55088054133773,240974,241532,-0.2310252885745988,-
2021,02,國內上市,1201,味全,食品工業,1401435,1461118,1108658,-4.084748801944812,26.40823409924431,2862553,2550785,12.222433486162103,-
2021,02,國內上市,1203,味王,食品工業,442622,545268,502344,-18.8248714393656,-11.888665934100937,987890,1019043,-3.057083950333793,-
2021,02,國內上市,1210,大成,食品工業,5817609,8480630,5847338,-31.401216654894743,-0.5084193867363235,14300322,12022872,18.94264531802385,-
2021,02,國內上市,1213,大飲,食品工業,39520,32550,23944,21.41321044546851,65.05178750417642,72070,55798,29.162335567583067,2月適逢農曆春節假期，消費需求增加及去年基期較低所致。
2021,02,國內上市,1215,卜蜂,食品工業,1651502,2037460,1643656,-18.94309581537797,0.4773504918304073,3688962,3329962,10.7809038061095,-
2021,02,國內上市,1216,統一,食品工業,31769464,45194815,30787526,-29.70551157251114,3.189402097459861,76964279,72316611,6.426833248587935,-
2021,02,國內上市,1217,愛之味,食品工業,317669,411016,302786,-22.71128131264963,4.91535275739301,728685,708194,2.8934162108122914,-
2021,02,國內上市,1218,泰山,食品工業,629161,845756,505641,-25.609632092471116,24.42839880468554,1474917,1242615,18.694607742542946,-
2021,02,國內上市,1219,福壽,食品工業,1134676,1326083,911889,-14.434013557220778,24.43137267803428,2460760,1928847,27.576733665241463,-
2021,02,國內上市,1220,台榮,食品工業,176717,262424,178161,-32.65974148705911,-0.810502859772902,439141,379672,15.663256705788154,-
2021,02,國內上市,1225,福懋油,食品工業,893451,1076979,785185,-17.041000799458484,13.788597591650376,1970430,1635262,20.496287445069964,-
2021,02,國內上市,1227,佳格,食品工業,1740003,4585987,1493010,-62.058265756095686,16.5432917395061,6325990,4424485,42.97686623414928,-
2021,02,國內上市,1229,聯華,食品工業,599791,761338,658504,-21.218827905608283,-8.91611896055301,1361129,1260914,7.947806115246559,-
2021,02,國內上市,1231,聯華食,食品工業,718678,949444,514965,-24.305382939910096,39.55861077937335,1668122,1398035,19.31904422993702,-
2021,02,國內上市,1232,大統益,食品工業,1377370,1659919,1229139,-17.021854680860933,12.059742632851126,3037289,2709066,12.115725493583398,-
2021,02,國內上市,1233,天仁,食品工業,163783,170575,147563,-3.9818261761688407,10.991915317525397,334358,371452,-9.986216254051667,-
2021,02,國內上市,1234,黑松,食品工業,646038,835074,524531,-22.637035759705128,23.164884439623208,1481112,1355866,9.237343513297036,-
2021,02,國內上市,1235,興泰,食品工業,979,1833,1285,-46.59028914348063,-23.81322957198444,2812,2635,6.717267552182163,-
2021,02,國內上市,1236,宏亞,食品工業,95806,329513,86037,-70.92497109370495,11.354417285586434,425319,294521,44.41041555610636,-
2021,02,國內上市,1256,鮮活果汁-KY,食品工業,173645,470300,20613,-63.07782266638316,742.405278222481,643945,219570,193.2754930090632,去年因受新冠疫情影響，2月出貨較少
2021,02,國內上市,1301,台塑,塑膠工業,16367396,19215607,12760661,-14.822383700915616,28.264484104702728,35583003,26618712,33.67665197324349,-
2021,02,國內上市,1303,南亞,塑膠工業,25991621,29346765,19999005,-11.432755876158753,29.964570737394187,55338386,42312700,30.78434134432452,-
2021,02,國內上市,1304,台聚,塑膠工業,4669544,5316928,3643881,-12.17590307786752,28.14754378641893,9986472,7201751,38.66727688863445,-
2021,02,國內上市,1305,華夏,塑膠工業,1551446,1603671,1269527,-3.25659065980491,22.20661711015205,3155117,2311543,36.49397826473486,-
2021,02,國內上市,1307,三芳,塑膠工業,706825,949887,833964,-25.588517371013605,-15.245142476174031,1656712,1582851,4.6663267736508365,-
2021,02,國內上市,1308,亞聚,塑膠工業,519823,653244,430415,-20.42437435322789,20.77251025173379,1173067,814139,44.08682055521231,-
2021,02,國內上市,1309,台達化,塑膠工業,1233649,1456463,890685,-15.298294567043584,38.50564453201749,2690112,1924579,39.776647256361,-
2021,02,國內上市,1310,台苯,塑膠工業,730574,730042,510293,0.0728725196632522,43.16755275890518,1460616,1278722,14.224671195146405,-
2021,02,國內上市,1312,國喬,塑膠工業,1660203,1739674,1028691,-4.568154723241251,61.38986342837645,3399877,2500632,35.960709132731246,"係因本月產品 SM及ABS之數量及價格均較去年同月增加,尤以ABS數量較去年本月成長83%"
2021,02,國內上市,1313,聯成,塑膠工業,3932791,5994488,1753579,-34.39321256460936,124.27224550476484,9923881,5127845,93.52927009299228,去年同期因新冠肺炎疫情延燒，石油價格重挫、大陸地區下游客戶延長復工、交通管制等影響，營收下滑。
2021,02,國內上市,1314,中石化,塑膠工業,1979742,2541752,1668882,-22.11112649857264,18.626841202673408,4521495,3732314,21.14455000302761,-
2021,02,國內上市,1315,達新,塑膠工業,170163,185347,160344,-8.192201654194564,6.12370902559497,355510,325759,9.132825186717788,-
2021,02,國內上市,1316,上曜,建材營造,44527,107981,38705,-58.764041822172416,15.041984239762304,152508,69068,120.80847860079922,本年度增加房地收入
2021,02,國內上市,1319,東陽,汽車工業,1342805,1486448,1624986,-9.663506560606224,-17.36513422269484,2829253,3184306,-11.150090474973195,-
2021,02,國內上市,1321,大洋,塑膠工業,437107,464301,343433,-5.8569764010846415,27.27577140228225,901401,700677,28.64715125514324,-
2021,02,國內上市,1323,永裕,塑膠工業,244003,279444,218708,-12.68268418717167,11.565649176070377,523447,456634,14.631630583793584,-
2021,02,國內上市,1324,地球,塑膠工業,58498,82015,101024,-28.67402304456502,-42.09494773519164,140513,177567,-20.867616167418497,-
2021,02,國內上市,1325,恆大,塑膠工業,112368,218816,106907,-48.64726528224627,5.108178136137016,331184,165899,99.6298952977414,受新冠肺炎影響致營收增加
2021,02,國內上市,1326,台化,塑膠工業,25225711,26749217,21029837,-5.695516246326014,19.952004383105773,51974928,43677813,18.996177761922283,-
2021,02,國內上市,1337,再生-KY,塑膠工業,54837,107554,5389,-49.01444855607416,917.5728335498236,162391,92835,74.92432810901062,去年二月份受疫情影響，福建子公司及江蘇子公司年假分別延至3月5日及2月24日復工，故僅部份庫存成品銷售，今年則無此情形。
2021,02,國內上市,1338,廣華-KY,汽車工業,418733,647553,215315,-35.33610376293524,94.47460697118176,1066331,687455,55.11284374977272,主要去年同期受疫情影響復工延緩。
2021,02,國內上市,1339,昭輝,汽車工業,144785,197300,152461,-26.61682716675114,-5.034730193295334,342024,321172,6.492471323776668,-
2021,02,國內上市,1340,勝悅-KY,塑膠工業,15929,57252,0,-72.17739118284078,,73181,59363,23.27712548220272,本期營收增減百分比較高，係因去年同期缺工致無營收所致。
2021,02,國內上市,1341,富林-KY,塑膠工業,186140,228998,284630,-18.71544729648294,-34.60281769314549,415138,468638,-11.41606101084419,-
2021,02,國內上市,1342,八貫,其他,102956,156539,133966,-34.22980854611311,-23.147664332741144,263702,269646,-2.204371657654851,-
2021,02,國內上市,1402,遠東新,紡織纖維,17332331,19154653,16072828,-9.513730162587647,7.8362252118917715,36486984,33538998,8.789725918466615,-
2021,02,國內上市,1409,新纖,紡織纖維,2695907,3145297,2410828,-14.28768094078238,11.824941472390398,5841204,4971470,17.49450363775704,-
2021,02,國內上市,1410,南染,紡織纖維,29102,36064,34036,-19.304569653948537,-14.4964155599953,65166,58290,11.79619145651055,-
2021,02,國內上市,1413,宏洲,紡織纖維,174641,202561,155068,-13.783502253642112,12.622204452240307,377202,316131,19.31825730472494,-
2021,02,國內上市,1414,東和,紡織纖維,62318,69139,86451,-9.865633000188026,-27.915235219951185,131457,142172,-7.536645753031539,-
2021,02,國內上市,1416,廣豐,其他,17751,20099,16793,-11.682173242449872,5.704757934853808,37850,34901,8.449614624222802,-
2021,02,國內上市,1417,嘉裕,紡織纖維,93957,126957,97360,-25.993052765897115,-3.4952752670501237,220914,227024,-2.691345408414969,-
2021,02,國內上市,1418,東華,紡織纖維,2740,6471,11758,-57.65723999381858,-76.6967171287634,9211,21387,-56.93178098845093,因客戶受新冠狀肺炎疫情之影響調降開工率，造成亞克力纖維市場需求停滯。
2021,02,國內上市,1419,新紡,紡織纖維,143826,192552,180755,-25.305372055340897,-20.43041686260408,336378,343903,-2.1881169981070245,-
2021,02,國內上市,1423,利華,紡織纖維,14184,17467,26244,-18.7954428350604,-45.95336076817559,31651,38313,-17.38835382246235,-
2021,02,國內上市,1432,大魯閣,運動休閒,84692,75403,71789,12.319138495815816,17.973505690286814,160095,175756,-8.910648854093175,-
2021,02,國內上市,1434,福懋,紡織纖維,2283006,2591722,2860226,-11.91161706386719,-20.180922766242947,4874728,5502942,-11.415966223158447,-
2021,02,國內上市,1435,中福,其他,1152,1226,1173,-6.035889070146819,-1.7902813299232736,2378,2438,-2.461033634126333,-
2021,02,國內上市,1436,華友聯,建材營造,3934,675,56395,482.8148148148149,-93.0242042734285,4609,321610,-98.56689779546656,本月營收減少係當月交屋數減少
2021,02,國內上市,1437,勤益控,其他,41961,90279,39775,-53.520752334429936,5.495914519170333,132240,134398,-1.60567865593238,-
2021,02,國內上市,1438,三地開發,建材營造,38,0,0,,,38,2,1800.0,"110年累計銷售商品38仟元,109年累計銷售商品2仟元,故營收變化大。"
2021,02,國內上市,1439,雋揚,建材營造,5257,6140,11862,-14.381107491856678,-55.68200977912662,11398,22636,-49.64658066796254,羊毛市場價格並未大幅波動，但受到主要客戶疫情尚未趨緩，致使需求持續萎縮所致。
2021,02,國內上市,1440,南紡,紡織纖維,1435743,1721188,1978926,-16.584184876957078,-27.448373511692704,3156931,3333144,-5.286690284008132,-
2021,02,國內上市,1441,大東,紡織纖維,76911,152172,163779,-49.457850327261255,-53.03976700309563,229083,306278,-25.204226225847105,"2021年2月較去年同期減少53.04%,主要原因為去年是1月過年,今年是2月過年,工作天數較去年減少"
2021,02,國內上市,1442,名軒,建材營造,98925,136979,44873,-27.78090072200848,120.45550776636284,235904,65300,261.26186830015314,本月認收5戶，去年同期認收4戶；本年累計認收18戶，去年累計認收6戶，故兩期差異大。
2021,02,國內上市,1443,立益物流,其他,41826,56609,45184,-26.11422212015757,-7.431834277620396,98434,89946,9.43677317501612,-
2021,02,國內上市,1444,力麗,紡織纖維,634910,749992,810705,-15.3444303405903,-21.684213123145906,1384903,1555674,-10.977299871309798,-
2021,02,國內上市,1445,大宇,紡織纖維,90150,78183,117479,15.306396531215226,-23.262881025544992,168333,215889,-22.027986604227173,-
2021,02,國內上市,1446,宏和,紡織纖維,29999,29710,20955,0.9727364523729384,43.159150560725365,59709,55567,7.454064462720679,-
2021,02,國內上市,1447,力鵬,紡織纖維,1875926,1703830,1043140,10.100538199233492,79.8345380294112,3579756,1923118,86.1433359783435,因新增子公司貿易營收
2021,02,國內上市,1449,佳和,紡織纖維,201706,139548,150298,44.54237968297647,34.20404795805666,341254,261925,30.28691419299418,-
2021,02,國內上市,1451,年興,紡織纖維,472016,542580,613683,-13.00527111209407,-23.084719635381784,1014596,1258299,-19.367654269772128,-
2021,02,國內上市,1452,宏益,紡織纖維,141746,170473,146138,-16.85134889395975,-3.005378477877075,312219,260624,19.79671864448401,-
2021,02,國內上市,1453,大將,建材營造,38,15982,56,-99.76223251157552,-32.142857142857146,16020,20437,-21.612761168468957,"本年營收較去年減少,係因去年出售待售房地金額較大所致"
2021,02,國內上市,1454,台富,紡織纖維,118548,120729,138709,-1.806525358447432,-14.534745402244988,239278,257320,-7.011503186693611,-
2021,02,國內上市,1455,集盛,紡織纖維,708790,828749,717761,-14.474708265108012,-1.2498589363311745,1537539,1397437,10.025639796284198,-
2021,02,國內上市,1456,怡華,建材營造,433701,66121,29247,555.9202068934227,1382.8905528772182,499822,87174,473.3613233303508,本月認列建設收入較去年本月增加所致
2021,02,國內上市,1457,宜進,紡織纖維,257456,317026,294650,-18.790256950534022,-12.623112166977773,574483,590959,-2.7880106741753656,-
2021,02,國內上市,1459,聯發,紡織纖維,184018,235665,217512,-21.915430802198035,-15.398690646952812,418999,360951,16.08196126344019,-
2021,02,國內上市,1460,宏遠,紡織纖維,617249,792034,585125,-22.06786577343902,5.490108951078829,1409244,1219146,15.592718181415515,-
2021,02,國內上市,1463,強盛新,紡織纖維,29312,36696,123709,-20.12208415086113,-76.30568511587677,66008,158172,-58.2682143489366,"109年2月子公司保強公司建案入帳,本年度則無."
2021,02,國內上市,1464,得力,紡織纖維,642542,868295,678094,-25.999573877541614,-5.242930921081738,1510837,1559128,-3.0973082389643443,-
2021,02,國內上市,1465,偉全,紡織纖維,17796,27063,38747,-34.24232346746481,-54.07128293803391,44859,74213,-39.55371700375945,本月因受農曆春節工作天數較少影響，故營收減少。
2021,02,國內上市,1466,聚隆,紡織纖維,218592,248522,283033,-12.043199394822189,-22.76801645037858,467114,510738,-8.541365631693745,-
2021,02,國內上市,1467,南緯,紡織纖維,618261,464808,383369,33.0142768627046,61.27047309511202,1083069,825311,31.23162056485373,"109年受新冠病毒影響各國紛紛封城及暫停營業,致成衣訂單及營收大幅縮減,110年疫情趨緩,營收回復一般水準,故較去年同期增加61.27%"
2021,02,國內上市,1468,昶和,紡織纖維,32907,123050,73239,-73.25721251523771,-55.06902060377668,155957,149396,4.391683846957081,今年因春節假日故工作天數減少比較基期數據偏高所致。
2021,02,國內上市,1470,大統新創,紡織纖維,55216,65206,69363,-15.320676011409994,-20.39559995963266,120422,123030,-2.119808176867431,-
2021,02,國內上市,1471,首利,電子零組件業,13077,65492,9945,-80.03267574665608,31.493212669683256,78569,59127,32.881762984761615,-
2021,02,國內上市,1472,三洋實業,建材營造,17850,26601,14607,-32.8972595015225,22.201684124050114,44451,43946,1.1491375779365585,-
2021,02,國內上市,1473,台南,紡織纖維,480887,612453,650767,-21.48181166554821,-26.104581209557335,1093340,1457334,-24.97670403627446,-
2021,02,國內上市,1474,弘裕,紡織纖維,187312,273395,203686,-31.48667678633479,-8.038844103178421,460707,376671,22.310185812021636,-
2021,02,國內上市,1475,業旺,紡織纖維,15339,10361,2240,48.0455554483158,584.7767857142857,25700,5357,379.746126563375,主要開始銷售染劑產品
2021,02,國內上市,1476,儒鴻,紡織纖維,2324451,2783179,1807489,-16.48215942991809,28.6011145849297,5107630,4108447,24.320211505710063,-
2021,02,國內上市,1477,聚陽,紡織纖維,1806671,2381607,1693577,-24.140674762880693,6.677818605236136,4188278,3786109,10.622224558247002,-
2021,02,國內上市,1503,士電,電機機械,1784924,2810779,1620361,-36.49717747286429,10.155946730389092,4595703,4109936,11.819332466490962,-
2021,02,國內上市,1504,東元,電機機械,3362861,3939500,3020654,-14.637365147861404,11.328904270399722,7302361,6819885,7.074547444714977,-
2021,02,國內上市,1506,正道,電機機械,66984,86872,71173,-22.893452435767568,-5.885658887499473,153856,155308,-0.9349164241378424,-
2021,02,國內上市,1512,瑞利,汽車工業,50872,110677,77633,-54.035617156229385,-34.47116561256167,161549,235721,-31.46601278630245,-
2021,02,國內上市,1513,中興電,電機機械,973424,1504562,869977,-35.301835351417886,11.89077412391362,2477986,1882357,31.642722395379835,-
2021,02,國內上市,1514,亞力,電機機械,411153,399915,358518,2.810097145643449,14.68127123324352,811068,742996,9.161825904850094,-
2021,02,國內上市,1515,力山,電機機械,1155559,1580814,461068,-26.901014287575894,150.626588702751,2736373,964319,183.76221976337703,客戶銷售狀況好增加採購量
2021,02,國內上市,1516,川飛,其他,42844,74577,89637,-42.550652345897525,-52.20277340830238,117421,177759,-33.9437103044009,主係客戶採購量減少所致
2021,02,國內上市,1517,利奇,電機機械,248668,355350,133701,-30.02166877726185,85.98813771026394,604018,333474,81.12896357737036,"主係自行車零組件受惠全球自行車零售巿場持續熱銷,造就本公司集團出貨量及金額大增。"
