年度,月份,市場別,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
2024,02,國內上市,1101,台泥,水泥工業,4798581,7237930,7306069,-33.702301624912096,-34.32061755781392,12036511,14631290,-17.734451302653422,-
2024,02,國內上市,1102,亞泥,水泥工業,3599986,6490566,6241236,-44.535099096134296,-42.31934187394933,10090552,11055730,-8.73011551476022,-
2024,02,國內上市,1103,嘉泥,水泥工業,201295,242960,211050,-17.148913401382945,-4.622127457948354,444255,402267,10.437843521839971,-
2024,02,國內上市,1104,環泥,水泥工業,477355,680762,591525,-29.879311712463387,-19.30095938464139,1158116,1095903,5.676871036943963,-
2024,02,國內上市,1108,幸福,水泥工業,286337,457149,361748,-37.36462291287961,-20.84627973064122,743486,656649,13.224264409144002,-
2024,02,國內上市,1109,信大,水泥工業,226768,466562,410951,-51.39595595012024,-44.8187253468175,693330,708961,-2.204775721090441,-
2024,02,國內上市,1110,東泥,水泥工業,175185,180539,174115,-2.965564227119902,0.6145363696407546,355724,311988,14.018487890559893,-
2024,02,國內上市,1201,味全,食品工業,1730379,1822467,1489920,-5.052930999573655,16.13905444587629,3552846,3075046,15.53797894405482,-
2024,02,國內上市,1203,味王,食品工業,472834,560943,515621,-15.707300028701669,-8.298149222006085,1033777,1031240,0.2460145068073387,-
2024,02,國內上市,1210,大成,食品工業,7242006,9474385,8240329,-23.562257603000088,-12.115086667049338,16716391,17431377,-4.10171841272207,-
2024,02,國內上市,1213,大飲,食品工業,14504,10917,30743,32.8570119996336,-52.82178056793416,25421,62228,-59.14861477148551,營收大幅衰退，係因四月下旬至11月中旬暫時停工無產品銷售所致。
2024,02,國內上市,1215,卜蜂,食品工業,2030911,2504897,2263472,-18.92237485213963,-10.274525154276262,4535808,4633055,-2.09898220504613,-
